"","Species","trait_name","standard_unit","Meanvalue"
"10770","Euphyllia paraancora","Indo-Pacific faunal province","cat",NA
"10771","Euphyllia paraancora","Mode of larval development","cat",NA
"10772","Euphyllia paraancora","Northern-most range edge","deg",29.87630087
"10773","Euphyllia paraancora","Ocean basin","cat",NA
"10774","Euphyllia paraancora","Range size","km^2",18141992.835
"10775","Euphyllia paraancora","Southern-most range edge","deg",-24.53708423
"10776","Euphyllia paraancora","Species age phylogeny","mya",1.55384432314385
"10777","Euphyllia paraancora","Substrate attachment","cat",NA
"10778","Euphyllia paraancora","Water clarity preference","cat",NA
"10779","Euphyllia paraancora","Wave exposure preference","cat",NA
"10780","Euphyllia paraancora","Western-most range edge","deg",94.6003635
"10781","Euphyllia paraancora","Zooxanthellate","cat",NA
"10782","Euphyllia paradivisa","Abundance world","cat",NA
"10783","Euphyllia paradivisa","Coloniality","cat",NA
"10784","Euphyllia paradivisa","Corallite width maximum","mm",45
"10785","Euphyllia paradivisa","Corallite width minimum","mm",36
"10786","Euphyllia paradivisa","Depth lower","m",46
"10787","Euphyllia paradivisa","Depth upper","m",5
"10788","Euphyllia paradivisa","Eastern-most range edge","deg",132.71682095
"10789","Euphyllia paradivisa","Genus fossil age","mya",48.74
"10790","Euphyllia paradivisa","Genus fossil stage","cat",NA
"10791","Euphyllia paradivisa","Geographical region","cat",NA
"10792","Euphyllia paradivisa","Growth form Veron","cat",NA
"10793","Euphyllia paradivisa","Growth form typical","cat",NA
"10794","Euphyllia paradivisa","IUCN Red List category","cat",NA
"10795","Euphyllia paradivisa","Indo-Pacific faunal province","cat",NA
"10796","Euphyllia paradivisa","Northern-most range edge","deg",19.44714559
"10797","Euphyllia paradivisa","Ocean basin","cat",NA
"10798","Euphyllia paradivisa","Range size","km^2",4638774.165
"10799","Euphyllia paradivisa","Southern-most range edge","deg",-12.12451579
"10800","Euphyllia paradivisa","Species age phylogeny","mya",1.50962013652556
"10801","Euphyllia paradivisa","Substrate attachment","cat",NA
"10802","Euphyllia paradivisa","Water clarity preference","cat",NA
"10803","Euphyllia paradivisa","Wave exposure preference","cat",NA
"10804","Euphyllia paradivisa","Western-most range edge","deg",94.9819992
"10805","Euphyllia paradivisa","Zooxanthellate","cat",NA
"10806","Euphyllia paraglabrescens","Abundance world","cat",NA
"10807","Euphyllia paraglabrescens","Coloniality","cat",NA
"10808","Euphyllia paraglabrescens","Corallite width maximum","mm",51
"10809","Euphyllia paraglabrescens","Depth lower","m",15
"10810","Euphyllia paraglabrescens","Depth upper","m",5
"10811","Euphyllia paraglabrescens","Eastern-most range edge","deg",131.43930376
"10812","Euphyllia paraglabrescens","Genus fossil age","mya",48.74
"10813","Euphyllia paraglabrescens","Genus fossil stage","cat",NA
"10814","Euphyllia paraglabrescens","Geographical region","cat",NA
"10815","Euphyllia paraglabrescens","Growth form Veron","cat",NA
"10816","Euphyllia paraglabrescens","Growth form typical","cat",NA
"10817","Euphyllia paraglabrescens","IUCN Red List category","cat",NA
"10818","Euphyllia paraglabrescens","Indo-Pacific faunal province","cat",NA
"10819","Euphyllia paraglabrescens","Northern-most range edge","deg",31.05094991
"10820","Euphyllia paraglabrescens","Ocean basin","cat",NA
"10821","Euphyllia paraglabrescens","Range size","km^2",354697.044495
"10822","Euphyllia paraglabrescens","Southern-most range edge","deg",29.74838478
"10823","Euphyllia paraglabrescens","Species age phylogeny","mya",1.36612947232496
"10824","Euphyllia paraglabrescens","Substrate attachment","cat",NA
"10825","Euphyllia paraglabrescens","Water clarity preference","cat",NA
"10826","Euphyllia paraglabrescens","Wave exposure preference","cat",NA
"10827","Euphyllia paraglabrescens","Western-most range edge","deg",130.17968033
"10828","Euphyllia paraglabrescens","Zooxanthellate","cat",NA
"10829","Euphyllia yaeyamaensis","Abundance GBR","cat",NA
"10830","Euphyllia yaeyamaensis","Abundance world","cat",NA
"10831","Euphyllia yaeyamaensis","Coloniality","cat",NA
"10832","Euphyllia yaeyamaensis","Corallite width maximum","mm",25.2
"10833","Euphyllia yaeyamaensis","Depth lower","m",30
"10834","Euphyllia yaeyamaensis","Depth upper","m",6
"10835","Euphyllia yaeyamaensis","Eastern-most range edge","deg",-175.84427354
"10836","Euphyllia yaeyamaensis","Genus fossil age","mya",48.74
"10837","Euphyllia yaeyamaensis","Genus fossil stage","cat",NA
"10838","Euphyllia yaeyamaensis","Geographical region","cat",NA
"10839","Euphyllia yaeyamaensis","Growth form Veron","cat",NA
"10840","Euphyllia yaeyamaensis","Growth form typical","cat",NA
"10841","Euphyllia yaeyamaensis","IUCN Red List category","cat",NA
"10842","Euphyllia yaeyamaensis","Indo-Pacific faunal province","cat",NA
"10843","Euphyllia yaeyamaensis","Northern-most range edge","deg",29.30949477
"10844","Euphyllia yaeyamaensis","Ocean basin","cat",NA
"10845","Euphyllia yaeyamaensis","Range size","km^2",20274250.357
"10846","Euphyllia yaeyamaensis","Southern-most range edge","deg",-24.9621888
"10847","Euphyllia yaeyamaensis","Species age phylogeny","mya",0.773819121217371
"10848","Euphyllia yaeyamaensis","Substrate attachment","cat",NA
"10849","Euphyllia yaeyamaensis","Water clarity preference","cat",NA
"10850","Euphyllia yaeyamaensis","Wave exposure preference","cat",NA
"10851","Euphyllia yaeyamaensis","Western-most range edge","deg",94.458662
"10852","Euphyllia yaeyamaensis","Zooxanthellate","cat",NA
"10853","Eusmilia fastigiata","Abundance world","cat",NA
"10854","Eusmilia fastigiata","Coloniality","cat",NA
"10855","Eusmilia fastigiata","Colony maximum diameter","cm",129.955
"10856","Eusmilia fastigiata","Corallite width maximum","mm",20.9
"10857","Eusmilia fastigiata","Corallite width minimum","mm",18.1
"10858","Eusmilia fastigiata","Depth lower","m",56.6666666666667
"10859","Eusmilia fastigiata","Depth upper","m",1
"10860","Eusmilia fastigiata","Genus fossil age","mya",21.6325
"10861","Eusmilia fastigiata","Genus fossil stage","cat",NA
"10862","Eusmilia fastigiata","Geographical region","cat",NA
"10863","Eusmilia fastigiata","Growth form Veron","cat",NA
"10864","Eusmilia fastigiata","Growth form typical","cat",NA
"10865","Eusmilia fastigiata","IUCN Red List category","cat",NA
"10866","Eusmilia fastigiata","Life history strategy","cat",NA
"10867","Eusmilia fastigiata","Mode of larval development","cat",NA
"10868","Eusmilia fastigiata","Ocean basin","cat",NA
"10869","Eusmilia fastigiata","Range size","km^2",3876623.062
"10870","Eusmilia fastigiata","Sexual system","cat",NA
"10871","Eusmilia fastigiata","Species age phylogeny","mya",1.16922567160776
"10872","Eusmilia fastigiata","Substrate attachment","cat",NA
"10873","Eusmilia fastigiata","Symbiodinium clade","cat",NA
"10874","Eusmilia fastigiata","Symbiodinium subclade","cat",NA
"10875","Eusmilia fastigiata","Water clarity preference","cat",NA
"10876","Eusmilia fastigiata","Water depth","m",3.4375
"10877","Eusmilia fastigiata","Wave exposure preference","cat",NA
"10878","Eusmilia fastigiata","Zooxanthellate","cat",NA
"10879","Falcatoflabellum rauolensis","Geographical region","cat",NA
"10880","Falcatoflabellum rauolensis","Ocean basin","cat",NA
"10881","Falcatoflabellum rauolensis","Species age phylogeny","mya",4.58002522258746
"10882","Falcatoflabellum rauolensis","Zooxanthellate","cat",NA
"10883","Favia fragum","Abundance world","cat",NA
"10884","Favia fragum","Coloniality","cat",NA
"10885","Favia fragum","Colony maximum diameter","cm",4.18
"10886","Favia fragum","Corallite width maximum","mm",5.8
"10887","Favia fragum","Corallite width minimum","mm",4.2
"10888","Favia fragum","Depth lower","m",25
"10889","Favia fragum","Depth upper","m",0.35
"10890","Favia fragum","Genus fossil age","mya",117.9
"10891","Favia fragum","Genus fossil stage","cat",NA
"10892","Favia fragum","Geographical region","cat",NA
"10893","Favia fragum","Growth form Veron","cat",NA
"10894","Favia fragum","Growth form typical","cat",NA
"10895","Favia fragum","IUCN Red List category","cat",NA
"10896","Favia fragum","Life history strategy","cat",NA
"10897","Favia fragum","Mode of larval development","cat",NA
"10898","Favia fragum","Ocean basin","cat",NA
"10899","Favia fragum","Range size","km^2",5919754.935
"10900","Favia fragum","Sexual system","cat",NA
"10901","Favia fragum","Species age phylogeny","mya",0.833483517192701
"10902","Favia fragum","Substrate attachment","cat",NA
"10903","Favia fragum","Symbiodinium clade","cat",NA
"10904","Favia fragum","Symbiodinium sp. in propagules","bin",NA
"10905","Favia fragum","Symbiodinium subclade","cat",NA
"10906","Favia fragum","Water clarity preference","cat",NA
"10907","Favia fragum","Water depth","m",5.42857142857143
"10908","Favia fragum","Wave exposure preference","cat",NA
"10909","Favia fragum","Zooxanthellate","cat",NA
"10910","Favia gravida","Genus fossil age","mya",117.9
"10911","Favia gravida","Genus fossil stage","cat",NA
"10912","Favia gravida","Geographical region","cat",NA
"10913","Favia gravida","Mode of larval development","cat",NA
"10914","Favia gravida","Ocean basin","cat",NA
"10915","Favia gravida","Sexual system","cat",NA
"10916","Favia gravida","Species age phylogeny","mya",0.833483517192701
"10917","Favia gravida","Symbiodinium sp. in propagules","bin",NA
"10918","Favia gravida","Zooxanthellate","cat",NA
"10919","Favites abdita","Abundance GBR","cat",NA
"10920","Favites abdita","Abundance world","cat",NA
"10921","Favites abdita","Coloniality","cat",NA
"10922","Favites abdita","Colony maximum diameter","cm",100
"10923","Favites abdita","Corallite width maximum","mm",15
"10924","Favites abdita","Corallite width minimum","mm",7.5
"10925","Favites abdita","Depth lower","m",26.6666666666667
"10926","Favites abdita","Depth upper","m",2
"10927","Favites abdita","Eastern-most range edge","deg",-135.40381939
"10928","Favites abdita","Genus fossil age","mya",48.06
"10929","Favites abdita","Genus fossil stage","cat",NA
"10930","Favites abdita","Geographical region","cat",NA
"10931","Favites abdita","Growth form Veron","cat",NA
"10932","Favites abdita","Growth form typical","cat",NA
"10933","Favites abdita","Growth rate","mm yr^-1",0.8
"10934","Favites abdita","IUCN Red List category","cat",NA
"10935","Favites abdita","Indo-Pacific faunal province","cat",NA
"10936","Favites abdita","Life history strategy","cat",NA
"10937","Favites abdita","Mode of larval development","cat",NA
"10938","Favites abdita","Nitrogen concentration","%",0.929819824
"10939","Favites abdita","Northern-most range edge","deg",37.61642738
"10940","Favites abdita","Ocean basin","cat",NA
"10941","Favites abdita","Oocyte size at maturity","µm",407.5
"10942","Favites abdita","Phosphorus concentration","%",0.1961237395
"10943","Favites abdita","Propagule size on release","µm",394
"10944","Favites abdita","RNA:DNA ratio","x:y",9.75085501433333
"10945","Favites abdita","Range size","km^2",72251149.285
"10946","Favites abdita","Sample identifier","id",183.25
"10947","Favites abdita","Sexual system","cat",NA
"10948","Favites abdita","Southern-most range edge","deg",-34.90409838
"10949","Favites abdita","Species age phylogeny","mya",1.33176491981708
"10950","Favites abdita","Substrate attachment","cat",NA
"10951","Favites abdita","Symbiodinium clade","cat",NA
"10952","Favites abdita","Symbiodinium subclade","cat",NA
"10953","Favites abdita","Water clarity preference","cat",NA
"10954","Favites abdita","Water depth","m",3.62543859649123
"10955","Favites abdita","Wave exposure preference","cat",NA
"10956","Favites abdita","Western-most range edge","deg",26.6548826
"10957","Favites abdita","Zooxanthellate","cat",NA
"10958","Favites acuticollis","Abundance world","cat",NA
"10959","Favites acuticollis","Coloniality","cat",NA
"10960","Favites acuticollis","Corallite width maximum","mm",9.3
"10961","Favites acuticollis","Corallite width minimum","mm",6.7
"10962","Favites acuticollis","Depth lower","m",20
"10963","Favites acuticollis","Depth upper","m",0
"10964","Favites acuticollis","Eastern-most range edge","deg",132.65425709
"10965","Favites acuticollis","Genus fossil age","mya",48.06
"10966","Favites acuticollis","Genus fossil stage","cat",NA
"10967","Favites acuticollis","Geographical region","cat",NA
"10968","Favites acuticollis","Growth form Veron","cat",NA
"10969","Favites acuticollis","Growth form typical","cat",NA
"10970","Favites acuticollis","IUCN Red List category","cat",NA
"10971","Favites acuticollis","Indo-Pacific faunal province","cat",NA
"10972","Favites acuticollis","Northern-most range edge","deg",29.4469872
"10973","Favites acuticollis","Ocean basin","cat",NA
"10974","Favites acuticollis","Range size","km^2",10308727.2
"10975","Favites acuticollis","Southern-most range edge","deg",-12.53671564
"10976","Favites acuticollis","Species age phylogeny","mya",0.464050929969963
"10977","Favites acuticollis","Substrate attachment","cat",NA
"10978","Favites acuticollis","Water clarity preference","cat",NA
"10979","Favites acuticollis","Wave exposure preference","cat",NA
"10980","Favites acuticollis","Western-most range edge","deg",94.6065264
"10981","Favites acuticollis","Zooxanthellate","cat",NA
"10982","Favites chinensis","Abundance GBR","cat",NA
"10983","Favites chinensis","Abundance world","cat",NA
"10984","Favites chinensis","Coloniality","cat",NA
"10985","Favites chinensis","Corallite width maximum","mm",12.5
"10986","Favites chinensis","Corallite width minimum","mm",7.5
"10987","Favites chinensis","Depth lower","m",20
"10988","Favites chinensis","Depth upper","m",0
"10989","Favites chinensis","Eastern-most range edge","deg",-175.45897264
"10990","Favites chinensis","Genus fossil age","mya",48.06
"10991","Favites chinensis","Genus fossil stage","cat",NA
"10992","Favites chinensis","Geographical region","cat",NA
"10993","Favites chinensis","Growth form Veron","cat",NA
"10994","Favites chinensis","Growth form typical","cat",NA
"10995","Favites chinensis","IUCN Red List category","cat",NA
"10996","Favites chinensis","Indo-Pacific faunal province","cat",NA
"10997","Favites chinensis","Life history strategy","cat",NA
"10998","Favites chinensis","Mode of larval development","cat",NA
"10999","Favites chinensis","Northern-most range edge","deg",37.75272169
"11000","Favites chinensis","Ocean basin","cat",NA
"11001","Favites chinensis","Oocyte size at maturity","µm",395
"11002","Favites chinensis","Range size","km^2",57089008.555
"11003","Favites chinensis","Sexual system","cat",NA
"11004","Favites chinensis","Southern-most range edge","deg",-31.2839916
"11005","Favites chinensis","Species age phylogeny","mya",2.73147335742883
"11006","Favites chinensis","Substrate attachment","cat",NA
"11007","Favites chinensis","Symbiodinium clade","cat",NA
"11008","Favites chinensis","Symbiodinium subclade","cat",NA
